Date,Daily PnL,Cumulative PnL
2018-05-29,-0.0006604170548085708,0.008225076309929746
2018-05-30,-0.006371359415731859,0.0018537168941978877
2018-05-31,0.000924356679129601,0.0027780735733274886
2018-06-01,0.0030431828962844687,0.005821256469611957
2018-06-02,0.0,0.005821256469611957
2018-06-03,0.0,0.005821256469611957
2018-06-04,-0.006651174878570587,-0.0008299184089586298
2018-06-05,0.007207563102659131,0.006377644693700502
2018-06-06,-0.001925298110700302,0.0044523465830002
2018-06-07,0.00958779163024115,0.014040138213241349
2018-06-08,0.0057755577011892045,0.019815695914430553
2018-06-09,0.0,0.019815695914430553
2018-06-10,0.0,0.019815695914430553
2018-06-11,0.0132228833034842,0.033038579217914754
2018-06-12,-0.006153903876394029,0.026884675341520725
2018-06-13,-0.007000205923187508,0.019884469418333217
2018-06-14,0.005138067857775597,0.025022537276108814
2018-06-15,0.0045565092562322995,0.029579046532341113
2018-06-16,0.0,0.029579046532341113
2018-06-17,0.0,0.029579046532341113
2018-06-18,-0.003327645025020809,0.026251401507320304
2018-06-19,0.00026485155911271097,0.026516253066433015
2018-06-20,-0.004247032956191554,0.02226922011024146
2018-06-21,-0.0009598825697048063,0.021309337540536655
2018-06-22,0.010571592460659751,0.031880930001196406
2018-06-23,0.0,0.031880930001196406
2018-06-24,0.0,0.031880930001196406
2018-06-25,-0.0061323179597977395,0.025748612041398666
2018-06-26,-0.004958220608544117,0.02079039143285455
2018-06-27,-0.0003510582175120236,0.020439333215342526
2018-06-28,-0.001128913406601928,0.019310419808740598
2018-06-29,0.005480904753753513,0.02479132456249411
2018-06-30,0.0,0.02479132456249411
2018-07-01,0.0,0.02479132456249411
2018-07-02,0.003262152389157058,0.02805347695165117
2018-07-03,-0.00224408048098812,0.02580939647066305
2018-07-04,0.0014358664476467053,0.027245262918309754
2018-07-05,-0.005019434143028856,0.022225828775280898
2018-07-06,0.001708173257130352,0.02393400203241125
2018-07-07,0.0,0.02393400203241125
2018-07-08,0.0,0.02393400203241125
2018-07-09,-0.007264174556297909,0.01666982747611334
2018-07-10,0.0009289627947793866,0.017598790270892728
2018-07-11,0.0011717197170019178,0.018770509987894646
2018-07-12,-0.0058872861171276325,0.012883223870767013
2018-07-13,-0.0029945109472887532,0.00988871292347826
2018-07-14,0.0,0.00988871292347826
2018-07-15,0.0,0.00988871292347826
2018-07-16,0.003281450337598857,0.013170163261077117
2018-07-17,0.0018202308980618254,0.014990394159138942
2018-07-18,-0.007135209352427285,0.007855184806711657
2018-07-19,-0.003991161429981904,0.0038640233767297527
2018-07-20,-0.0007851026389267268,0.003078920737803026
2018-07-21,0.0,0.003078920737803026
2018-07-22,0.0,0.003078920737803026
2018-07-23,0.0008743124362320387,0.003953233174035065
2018-07-24,0.0025188342534909758,0.00647206742752604
2018-07-25,-0.003727193698170206,0.0027448737293558345
2018-07-26,0.00023672861066881268,0.002981602340024647
2018-07-27,0.005860850310859145,0.008842452650883792
2018-07-28,0.0,0.008842452650883792
2018-07-29,0.0,0.008842452650883792
2018-07-30,0.006166530193687292,0.015008982844571084
2018-07-31,0.0007771974586274766,0.01578618030319856
2018-08-01,-0.002799209783878598,0.012986970519319962
2018-08-02,-0.0031126888039300082,0.009874281715389954
2018-08-03,-0.006235855721903105,0.003638425993486849
2018-08-04,0.0,0.003638425993486849
2018-08-05,0.0,0.003638425993486849
2018-08-06,0.00446061566435807,0.008099041657844919
2018-08-07,-0.004104531321349025,0.003994510336495893
2018-08-08,0.0009366028526017756,0.004931113189097669
2018-08-09,0.0008411947918840479,0.005772307980981717
2018-08-10,0.0002044456486215429,0.00597675362960326
2018-08-11,0.0,0.00597675362960326
2018-08-12,0.0,0.00597675362960326
2018-08-13,0.006720147844755275,0.012696901474358535
2018-08-14,-0.0007771888926012549,0.01191971258175728
2018-08-15,0.0,0.01191971258175728
2018-08-16,0.003254184606217958,0.015173897187975238
2018-08-17,-0.0023036512045044866,0.012870245983470752
2018-08-18,0.0,0.012870245983470752
2018-08-19,0.0,0.012870245983470752
2018-08-20,-0.00015152750488822697,0.012718718478582525
2018-08-21,-0.005306580658060112,0.007412137820522413
2018-08-22,0.0,0.007412137820522413
2018-08-23,-0.0031652753837159153,0.004246862436806498
2018-08-24,0.0014312907623222904,0.005678153199128788
2018-08-25,0.0,0.005678153199128788
2018-08-26,0.0,0.005678153199128788
2018-08-27,0.009374113897560488,0.015052267096689276
2018-08-28,-0.008330730560954236,0.00672153653573504
2018-08-29,-0.0073831553504031255,-0.0006616188146680857
2018-08-30,-0.0009148590995645689,-0.0015764779142326546
2018-08-31,0.006495168687599917,0.0049186907733672625
2018-09-01,0.0,0.0049186907733672625
2018-09-02,0.0,0.0049186907733672625
2018-09-03,0.0120152452879414,0.016933936061308663
2018-09-04,0.0031288207177944116,0.020062756779103075
2018-09-05,0.005149368437834867,0.02521212521693794
2018-09-06,0.006739260615561071,0.03195138583249901
2018-09-07,-0.004985609290946158,0.026965776541552855
2018-09-08,0.0,0.026965776541552855
2018-09-09,0.0,0.026965776541552855
2018-09-10,0.001737616353835847,0.028703392895388702
2018-09-11,0.013194563875665422,0.04189795677105412
2018-09-12,-0.007345656047131333,0.03455230072392279
2018-09-13,0.0,0.03455230072392279
2018-09-14,-0.003936993102845565,0.030615307621077226
2018-09-15,0.0,0.030615307621077226
2018-09-16,0.0,0.030615307621077226
2018-09-17,-0.008643992401113687,0.02197131521996354
2018-09-18,-0.005885197742983128,0.01608611747698041
2018-09-19,-0.0051435773932653195,0.010942540083715091
2018-09-20,0.0,0.010942540083715091
2018-09-21,0.007512685758719995,0.018455225842435086
2018-09-22,0.0,0.018455225842435086
2018-09-23,0.0,0.018455225842435086
2018-09-24,-0.009717754894604802,0.008737470947830284
2018-09-25,0.0060339049081822305,0.014771375856012514
2018-09-26,-0.007241373174242005,0.007530002681770509
2018-09-27,0.0046514650739797325,0.012181467755750242
2018-09-28,-0.011719502162408246,0.0004619655933419953
2018-09-29,0.0,0.0004619655933419953
2018-09-30,0.0,0.0004619655933419953
2018-10-01,0.0021231058357590316,0.002585071429101027
2018-10-02,0.0,0.002585071429101027
2018-10-03,-0.0011103266163948744,0.0014747448127061524
2018-10-04,0.024045420305295884,0.025520165118002036
2018-10-05,0.006449470379596645,0.03196963549759868
2018-10-06,0.0,0.03196963549759868
2018-10-07,0.0,0.03196963549759868
2018-10-08,0.015176832699433485,0.047146468197032165
2018-10-09,-0.01236067434154664,0.034785793855485525
2018-10-10,-0.00953271103520903,0.025253082820276496
2018-10-11,0.03693059692734213,0.062183679747618625
2018-10-12,0.015053030788397481,0.0772367105360161
2018-10-13,0.0,0.0772367105360161
2018-10-14,0.0,0.0772367105360161
2018-10-15,0.0012821598271851586,0.07851887036320127
2018-10-16,0.006584123447609724,0.08510299381081099
2018-10-17,0.01836845247506258,0.10347144628587357
2018-10-18,0.0,0.10347144628587357
2018-10-19,0.0032528944703178464,0.10672434075619142
2018-10-20,0.0,0.10672434075619142
2018-10-21,0.0,0.10672434075619142
2018-10-22,-0.008268053647762619,0.0984562871084288
2018-10-23,0.0008715379573479565,0.09932782506577675
2018-10-24,-0.01068338796364321,0.08864443710213354
2018-10-25,-0.002677795263970273,0.08596664183816327
2018-10-26,0.0036965673375009,0.08966320917566417
2018-10-27,0.0,0.08966320917566417
2018-10-28,0.0,0.08966320917566417
2018-10-29,0.0036759426619776825,0.09333915183764185
2018-10-30,-0.011579218848030925,0.08175993298961093
2018-10-31,0.024618150384509763,0.10637808337412069
2018-11-01,-0.01250641637082528,0.09387166700329541
2018-11-02,-0.006278656244136149,0.08759301075915926
2018-11-03,0.0,0.08759301075915926
2018-11-04,0.0,0.08759301075915926
2018-11-05,-0.005682623726188996,0.08191038703297027
2018-11-06,0.010101217449285271,0.09201160448225554
2018-11-07,0.0,0.09201160448225554
2018-11-08,0.0,0.09201160448225554
2018-11-09,0.008277775900444317,0.10028938038269986
2018-11-10,0.0,0.10028938038269986
2018-11-11,0.0,0.10028938038269986
2018-11-12,0.007469768877233718,0.10775914925993357
2018-11-13,0.0022367194899739484,0.10999586874990752
2018-11-14,0.0021633089032063735,0.1121591776531139
2018-11-15,-0.004181561930004962,0.10797761572310893
2018-11-16,-0.0008024443662358882,0.10717517135687304
2018-11-17,0.0,0.10717517135687304
2018-11-18,0.0,0.10717517135687304
2018-11-19,0.002001557801216136,0.10917672915808918
2018-11-20,-0.002543852667774349,0.10663287649031483
2018-11-21,0.004422399787683884,0.11105527627799872
2018-11-22,-0.00318574007983885,0.10786953619815987
2018-11-23,0.0,0.10786953619815987
2018-11-24,0.0,0.10786953619815987
2018-11-25,0.0,0.10786953619815987
2018-11-26,0.002181778492036157,0.11005131469019602
2018-11-27,-0.0017911265690341294,0.1082601881211619
2018-11-28,-0.0019978902237911544,0.10626229789737074
2018-11-29,-0.0031037206314115107,0.10315857726595923
2018-11-30,-0.009471615588877325,0.0936869616770819
2018-12-01,0.0,0.0936869616770819
2018-12-02,0.0,0.0936869616770819
2018-12-03,0.00486204126158174,0.09854900293866364
2018-12-04,-0.008401894575021274,0.09014710836364237
2018-12-05,-0.0004272420291675516,0.08971986633447482
2018-12-06,0.01742792147399541,0.10714778780847023
2018-12-07,-0.01172377705660832,0.09542401075186191
2018-12-08,0.0,0.09542401075186191
2018-12-09,0.0,0.09542401075186191
2018-12-10,-0.010249978371622337,0.08517403238023957
2018-12-11,0.010205654586571855,0.09537968696681143
2018-12-12,0.004649080951053763,0.10002876791786519
2018-12-13,0.010867345347666757,0.11089611326553195
2018-12-14,-0.00024218800025188614,0.11065392526528006
2018-12-15,0.0,0.11065392526528006
2018-12-16,0.0,0.11065392526528006
2018-12-17,0.0017588987979533233,0.11241282406323339
2018-12-18,-0.0014776130318028269,0.11093521103143056
2018-12-19,0.004018880168116135,0.11495409119954669
2018-12-20,0.0006888416899787364,0.11564293288952543
2018-12-21,0.010428299317461032,0.12607123220698646
2018-12-22,0.0,0.12607123220698646
2018-12-23,0.0,0.12607123220698646
2018-12-24,-0.0002247206778797084,0.12584651152910675
2018-12-25,0.0,0.12584651152910675
2018-12-26,0.01854777503569005,0.1443942865647968
2018-12-27,-0.01433971475232032,0.13005457181247648
2018-12-28,0.007296282133793186,0.13735085394626967
2018-12-29,0.0,0.13735085394626967
2018-12-30,0.0,0.13735085394626967
2018-12-31,-0.00417929926293481,0.13317155468333486
2019-01-01,0.0036611961379237057,0.13683275082125856
2019-01-02,0.00998575548672398,0.14681850630798254
2019-01-03,-0.0038852220188942965,0.14293328428908825
2019-01-04,-0.009319223349619987,0.13361406093946826
2019-01-05,0.0,0.13361406093946826
2019-01-06,0.0,0.13361406093946826
2019-01-07,0.009993156831799355,0.14360721777126761
2019-01-08,-0.00017802290623492034,0.1434291948650327
2019-01-09,-0.00040980312297900223,0.1430193917420537
2019-01-10,-0.01136619581181142,0.13165319593024227
2019-01-11,0.005540041387629202,0.13719323731787147
2019-01-12,0.0,0.13719323731787147
2019-01-13,0.0,0.13719323731787147
2019-01-14,-0.005899920735015107,0.13129331658285637
2019-01-15,0.014285941252060064,0.14557925783491643
2019-01-16,0.0017176200597094349,0.14729687789462587
2019-01-17,-0.0013761371024235691,0.1459207407922023
2019-01-18,-0.004198678662930888,0.1417220621292714
2019-01-19,0.0,0.1417220621292714
2019-01-20,0.0,0.1417220621292714
2019-01-21,0.003625931254161441,0.14534799338343285
2019-01-22,-0.0014193376492674936,0.14392865573416536
2019-01-23,0.00590968504138667,0.14983834077555203
2019-01-24,-0.006783233835512825,0.1430551069400392
2019-01-25,0.01066499987770475,0.15372010681774395
2019-01-26,0.0,0.15372010681774395
2019-01-27,0.0,0.15372010681774395
2019-01-28,0.0020975891697356808,0.15581769598747963
2019-01-29,0.0012364154762803947,0.15705411146376003
2019-01-30,-0.002360610717752065,0.15469350074600796
2019-01-31,0.0039343863662042455,0.1586278871122122
2019-02-01,0.008498113746822189,0.1671260008590344
2019-02-02,0.0,0.1671260008590344
2019-02-03,0.0,0.1671260008590344
2019-02-04,-0.0038287770058622606,0.16329722385317214
2019-02-05,-0.0015627309428613012,0.16173449291031083
2019-02-06,-0.0009317860874172856,0.16080270682289355
2019-02-07,0.00013736484574300434,0.16094007166863655
2019-02-08,0.016412909326663394,0.17735298099529995
2019-02-09,0.0,0.17735298099529995
2019-02-10,0.0,0.17735298099529995
2019-02-11,0.0021400517120476747,0.17949303270734762
2019-02-12,-0.01024875733077324,0.16924427537657438
2019-02-13,-0.0012545609847520733,0.1679897143918223
2019-02-14,-0.0029666699407392416,0.16502304445108307
2019-02-15,0.002510548635879406,0.16753359308696247
2019-02-16,0.0,0.16753359308696247
2019-02-17,0.0,0.16753359308696247
2019-02-18,-0.005455715503343228,0.16207787758361925
2019-02-19,0.013245376905803852,0.1753232544894231
2019-02-20,-0.01079322963559548,0.16453002485382762
2019-02-21,-0.002030307358157235,0.16249971749567038
2019-02-22,-0.004378704719347648,0.15812101277632273
2019-02-23,0.0,0.15812101277632273
2019-02-24,0.0,0.15812101277632273
2019-02-25,0.0050295011372029075,0.16315051391352564
2019-02-26,-0.0034564359544142498,0.1596940779591114
2019-02-27,8.118750027796828e-05,0.15977526545938936
2019-02-28,0.009677532570115166,0.16945279802950453
2019-03-01,-0.00786552922360062,0.1615872688059039
2019-03-02,0.0,0.1615872688059039
2019-03-03,0.0,0.1615872688059039
2019-03-04,0.0,0.1615872688059039
2019-03-05,0.008462332536706807,0.1700496013426107
2019-03-06,0.001182798181056821,0.17123239952366753
2019-03-07,0.0038547297941092795,0.1750871293177768
2019-03-08,0.001490091666258575,0.1765772209840354
2019-03-09,0.0,0.1765772209840354
2019-03-10,0.0,0.1765772209840354
2019-03-11,-0.0018913357444078072,0.17468588523962758
2019-03-12,0.012327004409465547,0.18701288964909313
2019-03-13,-0.007546518752313602,0.17946637089677953
2019-03-14,-0.005315766165117863,0.17415060473166166
2019-03-15,-0.0014362424113333327,0.17271436232032833
2019-03-16,0.0,0.17271436232032833
2019-03-17,0.0,0.17271436232032833
2019-03-18,-0.01209920953106769,0.16061515278926064
2019-03-19,-0.0007073173190855764,0.15990783547017506
2019-03-20,-0.001958711389680623,0.15794912408049444
2019-03-21,0.0,0.15794912408049444
2019-03-22,0.0019057360234023824,0.15985486010389682
2019-03-23,0.0,0.15985486010389682
2019-03-24,0.0,0.15985486010389682
2019-03-25,0.0073109719226033265,0.16716583202650015
2019-03-26,0.014595226666443417,0.18176105869294357
2019-03-27,0.009951819391572303,0.19171287808451587
2019-03-28,-0.007637429791612305,0.18407544829290357
2019-03-29,-0.005589616146511878,0.1784858321463917
2019-03-30,0.0,0.1784858321463917
2019-03-31,0.0,0.1784858321463917
2019-04-01,0.007867816191615473,0.18635364833800716
2019-04-02,-0.004820396433612428,0.18153325190439473
2019-04-03,0.008554589010773328,0.19008784091516806
2019-04-04,-0.0036641260922853913,0.18642371482288267
2019-04-05,-0.0013659964919187084,0.18505771833096396
2019-04-06,0.0,0.18505771833096396
2019-04-07,0.0,0.18505771833096396
2019-04-08,0.004294541786899919,0.18935226011786388
2019-04-09,0.006587632670853827,0.1959398927887177
2019-04-10,-0.009868935345228924,0.18607095744348878
2019-04-11,-0.008530730452483204,0.17754022699100558
2019-04-12,0.005229746947073122,0.1827699739380787
2019-04-13,0.0,0.1827699739380787
2019-04-14,0.0,0.1827699739380787
2019-04-15,-0.0034928832907914487,0.17927709064728725
2019-04-16,0.006505735670113699,0.18578282631740095
2019-04-17,0.0,0.18578282631740095
2019-04-18,-0.0021189376783525837,0.18366388863904837
2019-04-19,0.0,0.18366388863904837
2019-04-20,0.0,0.18366388863904837
2019-04-21,0.0,0.18366388863904837
2019-04-22,0.010195307356708372,0.19385919599575674
2019-04-23,-0.011604587749825646,0.1822546082459311
2019-04-24,-0.0017568483769426768,0.18049775986898842
2019-04-25,0.006588553022011223,0.18708631289099964
2019-04-26,-0.0035330663480410696,0.18355324654295857
2019-04-27,0.0,0.18355324654295857
2019-04-28,0.0,0.18355324654295857
2019-04-29,0.0,0.18355324654295857
2019-04-30,0.0032341419852476294,0.1867873885282062
2019-05-01,0.0,0.1867873885282062
2019-05-02,-0.004629870560980298,0.1821575179672259
2019-05-03,0.002069393202606129,0.18422691116983203
2019-05-04,0.0,0.18422691116983203
2019-05-05,0.0,0.18422691116983203
2019-05-06,-0.0019625716094907597,0.18226433956034127
2019-05-07,0.005577969872331945,0.18784230943267322
2019-05-08,0.007114079566332254,0.19495638899900547
2019-05-09,0.005124682352887433,0.2000810713518929
2019-05-10,-0.004998151739964873,0.19508291961192803
2019-05-11,0.0,0.19508291961192803
2019-05-12,0.0,0.19508291961192803
2019-05-13,0.005434846800781545,0.20051776641270957
2019-05-14,0.007265690955053028,0.2077834573677626
2019-05-15,0.0060494810967941515,0.21383293846455675
2019-05-16,-0.012023550487269885,0.20180938797728687
2019-05-17,-0.0012749633791691029,0.20053442459811777
2019-05-18,0.0,0.20053442459811777
2019-05-19,0.0,0.20053442459811777
2019-05-20,0.029069801474146173,0.22960422607226394
2019-05-21,0.00040629739492270556,0.23001052346718664
2019-05-22,-0.010885800939605894,0.21912472252758075
2019-05-23,0.04042815676672196,0.2595528792943027
2019-05-24,0.006189372928172787,0.2657422522224755
2019-05-25,0.0,0.2657422522224755
2019-05-26,0.0,0.2657422522224755
2019-05-27,-0.003744637948490004,0.2619976142739855
2019-05-28,-0.011905193501424494,0.250092420772561
2019-05-29,8.9280772478606e-05,0.2501817015450396
2019-05-30,-0.004507845507657704,0.2456738560373819
2019-05-31,-0.008067146853420137,0.23760670918396176
2019-06-01,0.0,0.23760670918396176
2019-06-02,0.0,0.23760670918396176
2019-06-03,0.006950690637740453,0.24455739982170221
2019-06-04,-0.00041453957844650446,0.2441428602432557
2019-06-05,0.0,0.2441428602432557
2019-06-06,-7.88768424846431e-05,0.24406398340077107
2019-06-07,-0.0040632576896941774,0.2400007257110769
2019-06-08,0.0,0.2400007257110769
2019-06-09,0.0,0.2400007257110769
2019-06-10,0.005968246900830976,0.24596897261190787
2019-06-11,-0.000636797422327473,0.2453321751895804
2019-06-12,0.0025354474186808362,0.24786762260826123
2019-06-13,0.006109415926156991,0.2539770385344182
2019-06-14,-0.007304522463043361,0.24667251607137486
2019-06-15,0.0,0.24667251607137486
2019-06-16,0.0,0.24667251607137486
2019-06-17,0.009885061303904097,0.25655757737527896
2019-06-18,-0.013713820504014151,0.2428437568712648
2019-06-19,9.493652878633796e-05,0.24293869340005114
2019-06-20,-0.0016637449398805293,0.2412749484601706
2019-06-21,0.0012325691231697133,0.24250751758334033
2019-06-22,0.0,0.24250751758334033
2019-06-23,0.0,0.24250751758334033
2019-06-24,-0.004777498827405524,0.2377300187559348
2019-06-25,0.0021365683600003127,0.23986658711593511
2019-06-26,-0.0007796929235355243,0.2390868941923996
2019-06-27,-0.009748824712715654,0.22933806947968394
2019-06-28,-0.004060599540837817,0.22527746993884612
2019-06-29,0.0,0.22527746993884612
2019-06-30,0.0,0.22527746993884612
2019-07-01,-0.006655181741323957,0.21862228819752216
2019-07-02,0.000108749315253176,0.21873103751277534
2019-07-03,-0.0024482914180297133,0.21628274609474563
2019-07-04,-0.006841034034554827,0.2094417120601908
2019-07-05,-0.005688936996643412,0.2037527750635474
2019-07-06,0.0,0.2037527750635474
2019-07-07,0.0,0.2037527750635474
2019-07-08,0.015401088986511269,0.21915386405005866
2019-07-09,0.007419916109416835,0.2265737801594755
2019-07-10,0.00253399884682326,0.22910777900629875
2019-07-11,0.00045529877493966087,0.2295630777812384
2019-07-12,0.0037973668144261064,0.23336044459566452
2019-07-13,0.0,0.23336044459566452
2019-07-14,0.0,0.23336044459566452
2019-07-15,-0.01504628647737638,0.21831415811828814
2019-07-16,0.0010944205377664273,0.21940857865605456
2019-07-17,0.0027853792907298613,0.22219395794678443
2019-07-18,-0.0021290560886212395,0.2200649018581632
2019-07-19,-0.0010460458243309878,0.2190188560338322
2019-07-20,0.0,0.2190188560338322
2019-07-21,0.0,0.2190188560338322
2019-07-22,0.004331566281691401,0.2233504223155236
2019-07-23,-0.01125779692000728,0.21209262539551632
2019-07-24,-0.005512719188112247,0.20657990620740407
2019-07-25,0.005447378843640105,0.21202728505104418
2019-07-26,-0.0031503296171577766,0.2088769554338864
2019-07-27,0.0,0.2088769554338864
2019-07-28,0.0,0.2088769554338864
2019-07-29,0.006842787155955654,0.21571974258984206
2019-07-30,0.012244667093352035,0.2279644096831941
2019-07-31,-0.004160788022284478,0.2238036216609096
